user,trd_times,total_count,B_out,C_in,out_count,in_count,cny_trx_amt,Dat_Flg3_Cd,Trx_Cod1_Cd,is_in_first_10days,is_in_middle_10days,is_in_last_10days
UDD9ADB,31,2443.41,24,7,11564.92,14008.329999999998,4232.9,A,1,3,7,21
U8C8DF2,31,-2742.359999999999,17,14,52291.63999999999,49549.28,14880.0,A,1,13,2,16
U631043,31,-510.62000000000006,26,5,1475.37,964.75,363.33,B,1,10,9,12
U538FD0,31,-183.47,25,6,1579.31,1395.84,655.03,B,1,4,21,6
U64A209,31,-1769.6299999999994,28,3,11671.65,9902.02,5000.0,A,1,6,12,13
U697DFF,31,1442.0999999999995,24,7,17058.83,18500.93,10000.0,A,1,10,5,16
U55BC9E,31,-236.36000000000007,29,2,955.45,719.0899999999998,389.4,B,1,9,10,12
UD31B90,31,-931.54,27,4,2091.96,1160.42,921.78,B,1,18,4,9
U3C7B3E,31,126.92999999999786,21,10,4413.2400000000025,4540.17,1149.75,B,1,13,7,11
UA0B93C,31,3805.8999999999987,20,11,34623.3,38429.2,13248.0,A,1,6,14,11
U8CC9AC,31,302.0399999999988,20,11,30100.68,30402.72,10000.0,B,1,9,16,6
U9FEB71,31,-9629.66,30,1,42449.66,32820.0,32820.0,B,1,28,3,0
U0D29DC,31,-1169.7199999999998,23,8,5032.219999999998,3862.5000000000014,2999.0,B,1,26,5,0
U5C54CE,31,-218.4300000000003,25,6,5350.67,5132.24,1289.07,A,1,11,10,10
U99B403,31,161.6800000000003,23,8,82852.0,83013.68,50000.0,A,1,7,16,8
U8F7025,31,-4639.0999999999985,25,6,14027.1,9388.0,2700.0,B,1,6,6,19
U700E4C,31,-7061.58,26,5,23055.46,15993.88,9938.88,B,1,15,4,12
UCC044F,31,799.5200000000003,23,8,70000.0,70799.52,19000.0,B,1,12,11,8
U5DB897,31,-1024.52,26,5,3965.28,2940.76,2409.38,B,1,15,9,7
U87CF3C,31,-3867.820000000001,21,10,29782.04,25914.22,5020.13,A,3,9,8,14
U574AB4,31,-297.7999999999999,30,1,787.3,489.5,489.5,B,1,11,10,10
UEF782F,31,-1449.69,26,5,6321.700000000002,4872.01,2800.0,B,1,16,4,11
UFF2AFB,31,-1847.2300000000105,13,18,490251.57,488404.34,100000.0,A,2,3,15,13
U912D3B,31,-4197.290000000001,18,13,102046.7,97849.41,33000.0,A,3,3,15,13
UE3D725,31,-5538.3,22,9,13053.600000000002,7515.3,4647.97,A,1,11,7,13
U85E47C,31,-689.5899999999998,29,2,3691.72,3002.13,2944.68,B,1,6,12,13
U775E4E,31,-5670.420000000003,29,2,8220.420000000004,2550.0,2400.0,B,3,12,15,4
U80CCCD,31,16332.490000000002,14,17,51015.73,67348.22000000003,14000.0,B,3,6,5,20
U513EB6,31,909.84,27,4,19264.19,20174.03,10079.15,A,1,11,10,10
U24B135,31,-612.6900000000005,25,6,3266.28,2653.59,1278.58,B,1,10,7,14
U0BA8A8,31,8330.21,17,14,11679.99,20010.2,5000.0,B,1,2,24,5
UA93423,31,47.18000000000002,25,6,810.2900000000002,857.47,302.0,B,1,9,8,14
UA8FB56,31,-1840.77,22,9,10873.03,9032.26,3008.26,B,1,8,15,8
U854ED9,31,90311.45,11,20,97751.45,188062.9,29310.0,A,3,20,0,11
UC9A48B,31,-53752.29,22,9,67192.1,13439.81,4300.0,B,1,11,12,8
UA31ECA,31,191.70999999999734,25,6,69802.23000000001,69993.94,19193.0,B,1,17,10,4
U4F0CAC,31,22.91000000000011,18,13,3786.47,3809.38,1200.0,A,3,13,8,10
U935FEE,31,41403.19,27,4,67189.95,108593.14,68000.0,B,1,13,11,7
U46AB83,31,12651.749999999998,18,13,28431.84,41083.59,10500.0,A,3,23,3,5
U69CAF5,31,-753.2699999999977,25,6,60351.49,59598.22,50000.0,B,1,6,9,16
UA348DD,31,2565.280000000013,22,9,104689.24,107254.52000000002,37351.0,B,1,20,5,6
U005632,31,2679.87,27,4,2350.23,5030.1,3530.0,B,1,10,0,21
U56E2E5,31,776.1399999999996,21,10,18520.6,19296.74,10000.0,A,1,9,8,14
UEA3C4C,31,2575.12,26,5,11992.32,14567.44,7022.41,A,1,3,15,13
U436967,31,-3590.53,24,7,14899.82,11309.29,3266.19,A,1,6,8,17
U435443,31,-25579.91,17,14,35795.91,10216.0,5000.0,B,2,17,12,2
U2C8F01,31,1128.59,25,6,2571.9,3700.49,2000.0,B,1,8,6,17
UED0913,31,-5368.93,26,5,22369.01,17000.08,6000.0,A,1,11,9,11
U3EAA52,31,-75.99999999999973,22,9,6574.24,6498.24,1718.23,B,1,12,18,1
U96E20B,31,79538.38000000003,20,11,51494.98,131033.36000000002,50000.0,A,1,17,6,8
UB037E4,31,1000.24,17,14,7597.98,8598.220000000001,3000.0,A,3,29,0,2
U8B4B23,31,-2076.650000000026,23,8,113510.14,111433.49,59900.0,B,3,6,7,18
UBD8B6C,31,-236.5300000000001,24,7,2287.96,2051.43,1100.0,B,1,12,7,12
U9D6FD6,31,1295.349999999999,20,11,35863.13,37158.48,12100.0,A,3,15,13,3
U1EC12D,31,133.62000000000106,19,12,45646.39000000001,45780.01,9023.0,B,1,13,10,8
UB383D2,31,1492.38,20,11,27862.69,29355.07,10000.0,A,1,12,5,14
U74F570,31,23024.23,27,4,6340.6399999999985,29364.87,27589.64,B,1,13,16,2
U2DA227,31,5815.779999999999,25,6,27684.22,33500.0,9000.0,B,1,10,9,12
U52AF0E,31,-2027.2500000000007,27,4,5381.280000000002,3354.03,2156.65,B,1,3,22,6
U2E449C,31,-78078.68000000001,25,6,87978.68000000002,9900.0,3200.0,C,1,13,8,10
UBD7752,31,21909.91,24,7,117426.34,139336.25,50000.0,A,1,16,12,3
UB82F0D,31,-6387.470000000001,25,6,7231.99,844.52,577.79,B,1,10,12,9
UCD770F,31,-445.72,28,3,465.72,20.000000000000004,19.8,B,1,3,20,8
U0CFE0C,31,1477.6399999999994,24,7,200646.04,202123.68,63000.0,A,1,15,14,2
U290D68,31,-878.8299999999988,26,5,10906.64,10027.81,5804.0,B,1,13,7,11
U24D402,31,-1324.1699999999996,27,4,4091.71,2767.54,1723.45,B,1,18,9,4
U82AF11,31,108391.75999999998,25,6,39326.55,147718.31,51750.87,B,3,4,9,18
UCC6C51,31,-9957.62,16,15,24714.0,14756.38,9200.0,A,1,6,8,17
U3BAFF2,31,-14928.86,27,4,22368.69,7439.83,6003.88,B,1,9,12,10
UE75FA1,31,-2684.51,24,7,12644.52,9960.01,4050.0,B,1,0,16,15
U413990,31,305.5999999999996,26,5,4339.51,4645.11,3205.0,B,1,6,18,7
U0A5688,31,2319.1700000000005,29,2,6133.830000000001,8453.0,4300.0,B,1,19,10,2
U6958E2,31,-1715.5800000000006,23,8,7397.02,5681.44,2000.0,B,1,11,9,11
U04D7C5,31,4425.310000000001,26,5,17495.66,21920.97,7842.3,B,1,7,16,8
U06C2E5,31,63.0,16,15,30066.0,30129.0,4400.0,B,1,4,8,19
U3EE10F,31,91.19999999999992,25,6,657.8,749.0,500.0,B,1,22,5,4
U723272,31,-238.68000000000146,16,15,171906.49,171667.81,68000.0,B,1,13,5,13
U520FC5,31,-946.8200000000006,28,3,6861.03,5914.21,3230.43,B,1,4,9,18
U91BDE3,31,-15307.239999999998,21,10,90834.66,75527.42,14662.11,B,3,7,18,6
U18D5E7,31,30992.550000000007,20,11,78250.43,109242.98,18947.2,A,1,10,14,7
U508596,31,-6804.1399999999985,20,11,21473.8,14669.66,5200.0,B,3,9,13,9
U1FBDE4,31,-2381.100000000001,30,1,2404.9000000000005,23.8,23.8,B,1,26,5,0
U9EE052,31,320.5000000000032,23,8,42602.36,42922.86,20000.0,A,1,19,7,5
U44F684,31,1220.63,28,3,2432.61,3653.24,2742.91,B,1,7,6,18
UC0E523,31,-4227.51,25,6,6644.82,2417.31,1500.0,B,1,13,9,9
U5FF0EC,31,-734.999999999999,21,10,14405.66,13670.660000000002,4586.52,A,1,5,20,6
U6847CF,31,-7052.540000000001,29,2,10573.259999999998,3520.7200000000007,2446.56,B,1,5,17,9
U13A072,31,10368.300000000008,22,9,72221.0,82589.30000000003,33403.4,B,1,3,8,20
U168180,31,896.1000000000001,29,2,5614.9,6511.0,3400.0,B,1,12,11,8
U555C81,31,780.6700000000002,23,8,5913.12,6693.79,2773.0,B,1,8,4,19
U646127,31,-242.41000000000028,30,1,1331.5100000000002,1089.1,1089.1,B,1,10,4,17
U920792,31,700.24,24,7,429.93,1130.17,1107.52,B,1,6,21,4
U340EE2,31,17261.730000000003,19,12,47072.42,64334.15,14072.0,B,1,9,8,14
U4C1CAF,31,-2197.8300000000163,19,12,228545.94,226348.11,63000.0,A,1,11,7,13
UE95D1C,31,2303.4099999999994,29,2,3596.0,5899.41,4297.41,B,1,3,8,20
U2C213E,31,756.9400000000006,29,2,7070.12,7827.059999999998,6628.49,B,1,12,13,6
U2050C9,31,-4994.99,22,9,100045.0,95050.01,20000.0,A,1,0,7,24
U3E4473,31,-268.06999999999874,23,8,21447.370000000006,21179.300000000007,12213.2,A,1,11,2,18
UEB7644,31,-421.5199999999994,29,2,8239.66,7818.14,6118.14,B,1,14,13,4
U890412,31,-3455.090000000001,26,5,7072.270000000001,3617.18,1300.0,B,1,2,20,9
U41CC41,31,7148.2199999999975,18,13,52204.23,59352.45,15360.0,B,1,6,4,21
UEA9923,31,22991.0,8,23,110551.0,133542.00000000006,31113.17,A,2,12,8,11
UEB7018,31,-1634.23,22,9,21654.29,20020.06,10000.0,A,1,20,5,6
UDE814E,31,17249.380000000005,17,14,78850.0,96099.38,15000.0,B,1,2,1,28
UF710A5,31,-2031.41,28,3,3221.53,1190.12,800.0,B,1,18,9,4
U614910,31,8300.21,26,5,7920.1,16220.31,8500.0,A,1,20,5,6
U55C558,31,7728.839999999997,23,8,71347.37000000001,79076.20999999999,18800.0,B,1,15,4,12
U136A26,31,118825.84000000016,13,18,4654766.35,4773592.19,1094045.62,A,3,12,4,15
UDA2586,31,943.9600000000003,25,6,4336.89,5280.85,3210.0,B,1,19,6,6
UE4960A,31,-1431.2799999999993,30,1,4855.99,3424.71,3424.71,B,1,22,0,9
UF8AD3E,31,-2200.6,29,2,3908.6,1708.0,1400.0,B,1,5,10,16
U15965D,31,5089.97,23,8,3960.840000000001,9050.81,5600.0,B,1,14,12,5
U513F20,31,-1901.4100000000005,24,7,5226.55,3325.14,1500.0,A,1,16,5,10
UCC65EC,31,-1969.64,27,4,8449.78,6480.1399999999985,2522.22,B,1,5,10,16
U3D48C7,31,-4682.21,17,14,13710.21,9028.0,799.0,B,1,7,24,0
U827018,31,-1015.2599999999996,28,3,32218.88,31203.62,23500.0,B,1,3,17,11
UB87C4B,31,-1844.52,15,16,11104.66,9260.14,2400.0,B,3,8,8,15
U9D348A,31,-739.2400000000001,26,5,1404.59,665.3499999999998,266.17,B,1,1,6,24
UA1E82C,31,200.25,21,10,104967.74,105167.99,78000.0,A,1,9,12,10
UF9E2CC,31,-2894.35,28,3,4153.59,1259.24,836.53,B,1,9,7,15
U72DCF8,31,-2999.06,26,5,3403.01,403.95,319.95,B,1,3,17,11
UAEC9C7,31,32.31999999999991,25,6,2590.78,2623.1,1300.0,B,1,26,5,0
U5EBAD4,31,784.77,24,7,1373.1,2157.87,921.83,B,1,14,13,4
U8B71F2,31,15217.499999999998,28,3,15264.23,30481.73,13331.73,B,1,5,7,19
U1B3D14,31,42695.81,15,16,39738.0,82433.81,18000.0,A,3,13,14,4
UC4CA04,31,496143.45000000007,14,17,28874.72,525018.17,50000.0,A,3,14,13,4
U7817A9,31,-714.74,29,2,775.62,60.88,55.88,B,1,19,7,5
U724135,31,56.0,25,6,29944.0,30000.0,5000.0,B,1,0,31,0
UC06152,31,105.68,28,3,1048.28,1153.96,647.6,B,1,1,2,28
UDB1847,31,-9944.070000000003,28,3,11256.100000000002,1312.0300000000002,1261.13,B,1,11,3,17
UBCE483,31,-6038.570000000002,15,16,129513.2,123474.63,27200.0,B,1,7,2,22
UA2DCD0,31,12116.39,20,11,117867.9,129984.29,50000.0,A,3,14,6,11
UB4681F,31,2489.689999999999,21,10,46632.43,49122.12,19628.0,A,1,13,7,11
UA751B7,31,1074.06,27,4,1986.12,3060.1800000000007,1500.0,B,1,13,4,14
UBDF178,31,-52.0,19,12,15653.0,15601.0,5140.0,A,1,29,0,2
UDAEF53,31,1398.25,28,3,1701.7200000000007,3099.9700000000007,2133.53,B,1,11,14,6
U08A1E7,31,1704.759999999999,18,13,40750.390000000014,42455.150000000016,30000.0,A,2,5,19,7
UFEA2DB,31,-2080.4300000000007,17,14,15155.49,13075.06,2173.96,A,1,9,1,21
U9AC08F,31,-1303.11,25,6,20515.04,19211.93,4449.94,B,3,7,0,24
U74881A,31,-1497.7100000000007,25,6,3519.22,2021.51,1129.05,B,1,10,14,7
UFFD3AF,31,1611.5200000000007,23,8,92629.48,94241.0,32810.0,B,1,8,9,14
U30670C,31,5070.6500000000015,23,8,110187.0,115257.65,50000.0,A,1,7,12,12
UA90542,31,-10.649999999999636,19,12,13241.41,13230.76,3500.0,A,1,3,16,12
UE8B728,31,-77839.11,23,8,180962.62,103123.51,79642.81,B,1,12,5,14
U33DA10,31,1452.6200000000024,21,10,39878.41,41331.03000000001,16812.0,A,1,5,12,14
UEEDFCB,31,6236.2,25,6,4359.93,10596.13,7200.0,B,1,16,5,10
UF0FDF0,31,9772.24,19,12,12050.63,21822.869999999995,4280.0,B,3,12,5,14
UF8CBBC,31,430.32000000000016,29,2,1006.16,1436.48,872.08,B,1,0,13,18
U64A167,31,-24303.36,16,15,48418.99,24115.63,19274.79,A,3,11,6,14
UF7EE63,31,391.3999999999999,20,11,8492.73,8884.130000000001,1631.26,A,1,0,7,24
UF53CDC,31,8487.679999999997,28,3,18502.32,26990.0,10000.0,B,1,2,7,22
U931A9B,31,6404.690000000001,26,5,32211.76,38616.45,22000.0,B,1,16,13,2
U83262E,31,9.009999999999991,15,16,3234.0,3243.01,500.0,A,3,0,20,11
UE0E7A5,31,-3609.87,26,5,8340.99,4731.12,2000.0,A,1,10,6,15
UB27F5A,31,22871.39,26,5,57108.1,79979.48999999999,35375.65,B,1,13,7,11
UA6E022,31,-13233.169999999998,31,0,13233.169999999998,0.0,-3.3,B,1,13,18,0
U3726AF,31,4566.5999999999985,20,11,10225.36,14791.96,5000.0,B,3,22,8,1
U3082D4,31,-910.019999999995,12,19,80078.25,79168.23000000001,14975.96,A,2,10,13,8
UD159A8,31,-0.01999999999999891,24,7,136.89,136.87,50.0,A,3,11,11,9
U07742A,31,-9599.8,28,3,17694.0,8094.2,4264.25,A,3,13,13,5
UB6C425,31,1.4699999999998001,25,6,7847.929999999998,7849.4000000000015,4025.08,A,1,4,16,11
UB6A390,31,5227.580000000002,12,19,31506.86,36734.44,5170.0,A,3,13,6,12
U42BE9D,31,1917.2000000000046,17,14,49797.44,51714.64,10359.94,A,3,13,8,10
U419D5B,31,-1190.41,19,12,4390.719999999998,3200.31,900.0,B,1,15,9,7
UFE3E65,31,232.0,28,3,2310.0,2542.0,1106.0,B,1,17,14,0
U41E399,31,-274.6799999999997,14,17,18743.68,18469.0,3000.0,B,3,1,25,5
U1DAC54,31,1969.07,8,23,2946.62,4915.69,1830.0,B,3,6,7,18
U7A6959,31,-471.51,29,2,910.51,439.0,405.0,B,1,17,7,7
UA94D82,30,-1668.7700000000007,18,12,25629.52,23960.75,5000.0,A,3,11,7,12
UE0686C,30,22532.83,25,5,22654.83,45187.66,28328.66,B,1,19,5,6
UC46B38,30,135.11999999999995,20,10,4235.06,4370.18,917.24,A,1,2,7,21
U56D6E7,30,343.4500000000001,26,4,574.6999999999998,918.15,451.25,B,1,10,11,9
UE7DA52,30,-901.9799999999988,19,11,29021.98,28120.0,7980.0,B,1,2,4,24
UEF0F8F,30,517.6600000000003,23,7,28543.76,29061.42,12200.0,B,1,9,10,11
U4579E4,30,-18376.9,26,4,20722.9,2346.0,1089.0,B,1,26,0,4
U72DE7F,30,3069.1500000000005,24,6,4731.800000000001,7800.95,5000.0,B,1,11,4,15
UEC68C2,30,171.5300000000001,27,3,639.88,811.4100000000002,406.01,B,1,23,5,2
U256709,30,49952.28,20,10,4147.730000000001,54100.01,42031.72,A,3,4,6,20
U0D8E37,30,-231.7200000000001,22,8,18823.380000000005,18591.66,10000.0,A,1,10,11,9
UCB4AEE,30,-9496.93,28,2,11497.0,2000.07,2000.0,A,1,9,2,19
UFA0DE2,30,8025.000000000001,27,3,395.28,8420.28,8400.0,A,1,0,15,15
UE0063F,30,-10432.02,28,2,26823.00000000001,16390.98,14465.0,B,1,9,5,16
U0E74C0,30,59.0799999999994,22,8,31006.83,31065.91,5550.0,B,1,8,4,18
U24CD52,30,1942.9700000000007,19,11,1847.9,3790.87,1000.0,A,1,10,14,6
U98B208,30,-3589.03,20,10,17823.25,14234.22,7241.11,B,1,13,7,10
U34F3EB,30,-13868.210000000005,23,7,35653.66,21785.45,8055.45,B,1,9,7,14
U952A44,30,-64006.42999999999,18,12,106121.15,42114.72,10000.0,A,1,20,6,4
U2029B1,30,-54287.07999999999,21,9,162218.1,107931.02,40000.0,A,1,7,6,17
UE716FB,30,-76.2800000000001,22,8,1567.56,1491.28,330.0,A,1,22,4,4
UC9A748,30,181483.87999999995,9,21,161965.45,343449.33,170000.0,A,2,12,7,11
U675931,30,-100034.77,22,8,202370.21,102335.44,50000.0,B,1,19,2,9
U526A7F,30,207.15000000000003,25,5,448.92,656.0699999999998,354.89,B,1,7,8,15
U0C2049,30,-7120.450000000002,25,5,30768.86,23648.41,7200.0,B,1,8,14,8
UB19A8A,30,201.44000000000003,26,4,596.56,798.0,500.0,B,1,12,13,5
UF94D73,30,-1233.5800000000004,27,3,5703.58,4470.0,2200.0,B,1,10,10,10
UB15811,30,14299.87,25,5,2712.2100000000005,17012.08,9000.0,A,1,6,18,6
UE5FE56,30,-2946.9099999999994,26,4,6434.57,3487.66,2692.0,B,1,10,14,6
UE2AFE6,30,8345.660000000002,22,8,22301.50000000001,30647.16,21600.0,A,1,14,5,11
U0EAC2F,30,1363.2600000000002,16,14,6065.74,7429.0,5000.0,B,3,10,8,12
UF5B16D,30,-2804.21,28,2,8904.21,6100.0,3100.0,B,1,4,14,12
UE96825,30,56.38,14,16,21072.0,21128.38,5028.71,A,3,12,7,11
U5FBC01,30,6132.819999999999,24,6,18742.09,24874.91,14368.34,A,1,8,17,5
UEC64AD,30,-1042.4300000000007,22,8,21113.83,20071.4,10000.0,A,1,23,1,6
U3FFD6B,30,-11352.139999999943,17,13,488005.57,476653.43,200000.0,A,1,5,9,16
U98379E,30,7208.709999999999,25,5,19076.56,26285.27,11940.81,B,1,10,9,11
U936E37,30,-60876.82999999999,27,3,82176.9,21300.07,19917.8,A,1,18,7,5
UC28D43,30,-1917.78,19,11,17617.78,15700.0,4000.0,B,1,2,15,13
U0DB6E5,30,-32424.89,25,5,66059.89,33635.0,30070.0,B,1,8,1,21
U955FF1,30,-172.85999999999873,25,5,15087.0,14914.14,5736.78,A,3,5,8,17
UFB21FC,30,3193.62,22,8,18511.090000000004,21704.710000000006,10459.09,A,1,21,1,8
UD49842,30,101.0,18,12,47699.0,47800.0,5000.0,B,1,0,30,0
UE4546D,30,-6701.039999999996,16,14,143287.72,136586.67999999993,50000.0,A,3,15,6,9
U79AB81,30,1601.239999999998,18,12,28493.3,30094.54,6750.0,A,1,8,14,8
U1F25B6,30,31835.82,27,3,17935.399999999998,49771.22,21000.0,B,1,5,12,13
UCF7844,30,0.01000000000021828,17,13,49220.0,49220.01,18000.0,B,3,4,21,5
UCD4DED,30,-5857.0,25,5,31686.5,25829.5,12007.5,B,1,2,10,18
UA97E0A,30,1168.5199999999995,28,2,10731.48,11900.0,6000.0,B,1,6,12,12
U5B5476,30,-487.5100000000007,17,13,10225.58,9738.07,4660.53,A,1,19,6,5
U66B473,30,-772.4899999999991,21,9,20672.13,19899.640000000007,8152.0,B,1,13,5,12
UE862DB,30,6115.190000000001,20,10,23491.41,29606.6,9900.0,A,3,13,10,7
UD888AE,30,9.829999999999998,13,17,1007.84,1017.67,399.0,A,3,9,21,0
U770364,30,-2146.88,26,4,12756.68,10609.8,5100.0,B,1,15,1,14
UE7B751,30,-2034.07,27,3,4934.07,2900.0,1000.0,B,1,16,6,8
UDF4F4C,30,-3669.53,22,8,20607.84,16938.309999999998,6654.44,B,1,6,6,18
UC0D54C,30,744.7399999999997,25,5,8345.83,9090.57,4799.29,A,1,9,15,6
U645035,30,-2851.5600000000004,25,5,22420.48,19568.92,10000.0,B,1,10,10,10
U099A6F,30,-568.2000000000007,28,2,5181.540000000001,4613.34,3336.22,B,1,12,5,13
UD83B69,30,6807.4299999999985,25,5,56478.57,63286.0,20660.0,B,1,7,12,11
UDD533C,30,7512.0,22,8,31796.0,39308.0,15800.0,B,1,17,4,9
U0A6EDD,30,512.0,24,6,6358.0,6870.0,2800.0,B,1,15,6,9
UE0C486,30,-3277.880000000001,26,4,11487.88,8210.0,4920.0,B,3,4,4,22
U228AF6,30,-1303.6700000000005,26,4,4084.34,2780.67,1771.18,B,1,10,14,6
UEAAC93,30,-8345.09,24,6,18108.89,9763.8,4000.0,A,1,12,7,11
UC0CA05,30,2022.45,28,2,2830.0,4852.45,4439.15,B,1,14,11,5
UEBD197,30,22616.92000000001,27,3,6745.450000000002,29362.37,25272.16,B,1,3,21,6
UAFDC27,30,1386.9000000000005,22,8,19197.23,20584.13,6600.0,B,1,7,18,5
UCCE92C,30,-90.48999999999971,22,8,4644.369999999999,4553.88,990.7,B,1,8,8,14
UBBF510,30,6538.959999999999,26,4,707.6600000000002,7246.62,6386.19,B,1,11,9,10
U141EA8,30,-6658.700000000002,27,3,18311.41999999999,11652.72,5194.0,B,3,4,6,20
UFCE74C,30,-3920.06,27,3,6138.53,2218.47,1064.87,B,1,9,8,13
U6E9243,30,34.66999999999982,28,2,872.8499999999997,907.52,677.52,B,1,8,11,11
U559057,30,-9.094947017729282e-13,21,9,9033.0,9033.0,1971.48,A,3,6,16,8
U79F470,30,-15222.0,24,6,16255.1,1033.1,600.0,A,1,12,11,7
U88F014,30,-23477.99,24,6,57688.59,34210.6,25000.0,A,1,15,6,9
UAE096C,30,791.1099999999997,17,13,7353.66,8144.769999999998,3278.45,B,1,23,7,0
U27EA3B,30,1.0000000000004547,15,15,12316.11,12317.11,2391.0,A,3,3,6,21
U6D4512,30,-2984.5,24,6,5241.4,2256.9,2180.0,B,1,3,15,12
U83FDE6,30,-2258.86,24,6,6400.1,4141.24,2000.0,B,1,0,16,14
UFF1FA7,30,2731.1399999999994,17,13,27320.62,30051.76,9400.0,B,1,4,8,18
U958AD9,30,-3369.370000000001,22,8,7946.760000000002,4577.3899999999985,1230.0,B,1,16,0,14
U9218B1,30,-193.26000000000008,18,12,2774.55,2581.29,924.4,A,1,9,13,8
UAA0AB0,30,-900.8899999999994,18,12,89789.43,88888.54000000002,19760.0,A,1,8,1,21
U1C44CD,30,38.0,15,15,61846.0,61884.0,9502.0,B,1,2,9,19
U2892D7,30,598.8399999999998,25,5,5597.860000000002,6196.700000000002,2332.8,B,1,7,15,8
U76EFC0,30,-1277.5399999999995,25,5,8717.4,7439.8600000000015,3100.0,B,1,3,18,9
UF0BC0E,30,-8361.85,29,1,14414.1,6052.25,6052.25,B,1,18,8,4
UBF85BF,30,233.61000000000087,22,8,16435.97,16669.579999999998,4073.62,B,1,7,14,9
U05D8EB,30,200.00000000000068,21,9,3707.06,3907.06,891.34,B,1,12,9,9
UFEB26E,30,-953.04,26,4,1903.12,950.08,770.04,B,1,1,10,19
U5CD753,30,1261.160000000001,25,5,6962.66,8223.82,8017.19,B,1,3,16,11
U1875AF,30,4202.0300000000025,22,8,95212.46,99414.49,40000.0,A,1,15,9,6
U19393A,30,6074.9500000000035,27,3,23565.250000000004,29640.2,12200.0,B,1,7,5,18
UEB55E3,30,-1123.35,22,8,3695.13,2571.78,1528.22,B,1,5,9,16
UB39547,30,332.0699999999998,21,9,21096.230000000003,21428.3,8635.71,B,3,1,25,4
U08D0C3,30,33739.10000000001,19,11,22536.33,56275.43,15000.0,A,1,3,10,17
U44A5C5,30,13173.650000000007,23,7,67113.54000000001,80287.19,30000.0,B,1,11,7,12
U726E93,30,701.9300000000032,22,8,50560.46000000001,51262.39,50000.0,A,1,9,4,17
UD5C885,30,-24.560000000000056,25,5,390.52,365.96,200.0,B,1,2,11,17
U9814BA,30,-20388.2,17,13,103057.2,82669.0,12000.0,B,1,4,17,9
U580249,30,218.80000000000007,28,2,552.3,771.1,395.3,B,1,17,4,9
U4D557C,30,-626.5699999999998,24,6,3109.600000000001,2483.03,1000.0,B,1,4,19,7
U3D0297,30,-48.36999999999898,21,9,13676.4,13628.03,5000.0,A,1,8,17,5
U39F675,30,-80.5,27,3,920.4499999999997,839.95,449.45,B,1,14,2,14
UE9BD98,30,-26715.57999999999,27,3,41596.79,14881.21,7488.88,B,1,13,12,5
U59745A,30,519.8000000000005,23,7,5828.5999999999985,6348.4,2800.0,A,1,5,10,15
UE27242,30,897.0,19,11,16263.0,17160.0,7500.0,B,1,5,4,21
U584597,30,-23.3599999999999,18,12,18559.54,18536.18,5000.0,B,1,5,4,21
U80542E,30,4504.009999999998,19,11,85675.98999999999,90180.0,10000.0,B,1,5,15,10
UDD30EC,30,984.9999999999997,23,7,8845.599999999999,9830.6,4822.66,B,1,8,5,17
UC1FAFC,30,-80.03999999999985,22,8,12901.04,12821.0,5000.0,A,1,18,4,8
U425BD4,30,3.2000000000043656,24,6,122613.1,122616.3,41210.0,A,1,6,7,17
UEB6A93,30,5375.66,13,17,34500.0,39875.66,12000.0,A,3,20,3,7
UDA17DD,30,1982.029999999997,21,9,20286.97,22269.0,8797.0,B,1,7,4,19
U241C5D,30,9.0,25,5,70.0,79.0,50.0,A,3,0,28,2
UC797F9,30,25212.13999999999,18,12,57158.47,82370.61,24031.37,B,1,10,4,16
UB30AFA,30,-35959.8,29,1,40459.8,4500.0,4500.0,B,1,21,1,8
U3E2EE3,30,117.9499999999998,27,3,3044.8100000000004,3162.76,1659.65,A,1,1,8,21
U567D55,30,145278.74000000005,21,9,25402.53,170681.27000000005,150000.0,B,1,13,4,13
UFD86B1,30,-903.9999999999997,25,5,3772.56,2868.56,1754.66,B,1,5,16,9
UC96872,30,14366.59,22,8,37961.41,52328.0,13900.0,B,1,10,4,16
UF8B2AC,30,1031.98,27,3,14595.75,15627.73,13578.69,B,1,12,12,6
U1C8980,30,-13686.920000000002,26,4,34375.11,20688.19,12000.0,B,1,3,13,14
U2A3F4B,30,23023.910000000003,15,15,104436.11000000002,127460.02,20157.25,A,3,8,18,4
U6091DA,30,-29231.680000000004,28,2,35501.68,6270.0,3135.0,B,1,24,1,5
U7E37EB,30,1480.2799999999993,29,1,1582.8,3063.08,3063.08,B,1,9,12,9
U13EF4D,30,-13016.92,18,12,31820.82,18803.9,5119.33,A,3,13,7,10
U44583D,30,-48212.70999999999,19,11,105182.62,56969.91,9800.0,B,1,2,11,17
U2EF298,30,-768.0,24,6,39228.0,38460.0,8000.0,B,1,4,0,26
U15B3BE,30,-34757.969999999994,27,3,56290.26,21532.29,17505.04,B,1,2,15,13
U3B67CE,30,108547.9,20,10,2761.74,111309.64,30000.0,B,1,13,15,2
UFECA72,30,916.17,27,3,2153.99,3070.16,2069.0,B,1,7,11,12
U1D04BE,30,-135.42000000000007,28,2,7638.080000000001,7502.66,3779.57,B,1,10,6,14
UCE3755,30,-285.82,22,8,1446.36,1160.54,681.0,B,1,17,5,8
U2E1CCC,30,284.54999999999933,25,5,5133.81,5418.36,3127.49,A,1,4,21,5
UF1FDFB,30,0.7800000000000853,21,9,2527.71,2528.4899999999993,490.51,A,1,18,8,4
