,user,trd_times,total_count,B_out,C_in,out_count,in_count
17573,U27112,78,-898.4399999999863,52,26,394429.53,393531.09
17574,U16378,78,1036.620000000008,37,41,764224.51,765261.13
17575,U28699,78,173.90999999999667,50,28,70772.48,70946.39
17576,U25383,78,5176.680000000004,67,11,56846.13999999999,62022.81999999999
17577,U841521,78,-447.4199999999996,66,12,11641.58,11194.16
17578,U11397,78,-208.52000000000191,59,19,29375.739999999994,29167.219999999994
17579,U31451,78,-3037.8299999999967,64,14,25570.849999999995,22533.019999999997
17580,U1198734,77,-677.130000000001,43,34,37312.93,36635.8
17581,U41320,77,-51932.82999999999,62,15,341260.8900000001,289328.06000000006
17582,U42920,77,-145097.81,52,25,489333.51999999996,344235.70999999996
17583,U34722,77,3332.58,61,16,100774.77,104107.35
17584,U13779,77,17830.679999999982,61,16,357096.61,374927.29
17585,U33271,77,2950.8600000000006,57,20,18195.380000000005,21146.240000000005
17586,U33643,77,7956.110000000003,44,33,70209.66,78165.77
17587,U20793,77,-3626.469999999999,62,15,13239.76,9613.29
17588,U11941,77,7809.330000000002,46,31,114166.40999999999,121975.73999999999
17589,U18971,77,125093.88999999996,45,32,1996487.7100000002,2121581.6
17590,U35883,77,409.6100000000097,55,22,179187.76000000004,179597.37000000005
17591,U26141,77,-9838.60000000001,50,27,199806.11999999997,189967.51999999996
17592,U11452,77,-50378.41000000001,56,21,334544.8899999999,284166.47999999986
17593,U8868,77,67.45000000000016,56,21,26465.910000000007,26533.360000000008
17594,U1176086,77,-5210.5199999999995,46,31,32416.64,27206.12
17595,U590258,77,-7412.350000000003,54,23,23163.97,15751.619999999999
17596,U9046,77,-8822.17,52,25,133430.01,124607.84000000001
17597,U1162010,77,-7723.73,58,19,24572.94,16849.21
17598,U11193,77,-12898.160000000022,52,25,245069.37,232171.20999999996
17599,U1116870,77,-2829.7599999999984,45,32,49369.40000000001,46539.640000000014
17600,U12752,77,-5313.060000000006,51,26,115703.99000000002,110390.93000000001
17601,U18328,77,6530.730000000001,47,30,26294.68,32825.41
17602,U28335,77,-1208.7199999999984,68,9,64785.86000000003,63577.14000000003
17603,U14246,77,14883.600000000002,66,11,20221.64,35105.240000000005
17604,U839223,77,84.02999999999884,42,35,25877.79,25961.82
17605,U9565,77,-27813.730000000156,40,37,1454530.3800000001,1426716.65
17606,U24325,77,2694.0699999999974,63,14,34986.869999999995,37680.939999999995
17607,U44021,77,16578.079999999998,56,21,24945.290000000005,41523.37
17608,U29420,77,10564.970000000001,62,15,88628.9,99193.87
17609,U29138,77,-59.459999999983665,64,13,252831.96,252772.5
17610,U31417,77,1799.3600000000013,65,12,16772.95,18572.31
17611,U10427,77,99562.33000000005,63,14,953746.79,1053309.12
17612,U1160421,77,-49.379999999999825,54,23,6406.8499999999985,6357.469999999998
17613,U20960,77,15294.75,69,8,8910.97,24205.72
17614,U34998,77,-1632.5100000000002,48,29,78460.62,76828.11
17615,U22495,77,-10142.14,71,6,35605.18,25463.04
17616,U33614,77,4628.280000000001,71,6,14324.8,18953.08
17617,U8774,77,2909.7400000000002,65,12,93955.03000000001,96864.77000000002
17618,U1135738,77,238.71999999999963,70,7,9834.32,10073.039999999999
17619,U15683,77,-155983.59,63,14,499118.15,343134.56000000006
17620,U18404,77,-23763.430000000004,60,17,53376.47,29613.039999999997
17621,U16525,77,-2054.430000000003,50,27,52547.37,50492.94
17622,U19721,77,17628.280000000006,52,25,230681.15,248309.43
17623,U10613,77,55165.01000000001,63,14,82276.48,137441.49
17624,U31713,77,1454.1300000000067,57,20,60198.17,61652.3
17625,U16343,77,-2879.5,63,14,7203.150000000001,4323.650000000001
17626,U41299,77,4015.8600000000024,49,28,18137.56,22153.420000000006
17627,U12054,77,-23517.44000000001,67,10,91136.57,67619.13
17628,U25683,77,4330.039999999999,73,4,5646.66,9976.699999999999
17629,U30236,77,-15908.030000000002,71,6,23300.93,7392.899999999998
17630,U17145,77,1751.7700000000054,57,20,152774.03000000003,154525.80000000005
17631,U29214,77,-6116.649999999987,62,15,182548.43999999997,176431.78999999998
17632,U12260,77,-45547.70000000001,63,14,187640.44999999998,142092.74999999997
17633,U13832,77,4451.380000000002,65,12,24149.2,28600.58
17634,U43317,77,32480.109999999997,68,9,13766.22,46246.329999999994
17635,U1193675,77,317.05000000000473,47,30,65006.02,65323.07
17636,U43661,77,-18943.56999999999,54,23,111042.04,92098.47
17637,U42217,77,-11549.74999999997,52,25,959832.69,948282.94
17638,U23048,77,-50274.180000000226,58,19,1900431.3,1850157.1199999999
17639,U15956,77,-1236.2099999999998,48,29,83759.46,82523.25
17640,U21961,77,-106344.61,71,6,175546.58999999997,69201.97999999997
17641,U974430,77,4.6900000000001,40,37,38243.44,38248.130000000005
17642,U1088485,77,-1256.4600000000005,46,31,35146.00000000001,33889.54000000001
17643,U40290,77,-10856.849999999982,65,12,467344.15,456487.30000000005
17644,U16883,77,9373.65,67,10,15476.43,24850.08
17645,U16734,77,-215684.99,47,30,575003.87,359318.88
17646,U16470,77,-4569.169999999999,48,29,182941.55999999994,178372.38999999993
17647,U8479,77,729.8599999999963,59,18,79338.40000000001,80068.26000000001
17648,U35003,77,71859.23,22,55,131297.13,203156.36
17649,U16643,77,77.60000000005675,56,21,2585025.05,2585102.65
17650,U37830,77,9560.960000000032,55,22,951335.1799999999,960896.14
17651,U1028178,77,-62.339999999999996,63,14,2564.7100000000005,2502.3700000000003
17652,U32340,77,-4072.3300000000145,41,36,148413.29,144340.96
17653,U25290,77,41106.909999999996,51,26,73869.19000000002,114976.1
17654,U17243,77,458387.9999999999,58,19,5458883.07,5917271.07
17655,U25117,77,-7296.78,63,14,73281.32999999999,65984.54999999999
17656,U26657,77,-1826.1700000000174,59,18,221563.75999999998,219737.58999999997
17657,U43129,77,-12909.949999999999,59,18,58028.559999999976,45118.60999999998
17658,U1155529,77,-3476.8200000000015,50,27,49516.549999999996,46039.729999999996
17659,U40544,77,-1035.4499999999996,74,3,15753.529999999999,14718.08
17660,U38017,77,-5674.720000000004,42,35,189526.31999999995,183851.59999999995
17661,U43878,77,-4444.560000000001,69,8,22799.910000000003,18355.350000000002
17662,U33468,77,83049.73,50,27,368284.7899999999,451334.5199999999
17663,U33608,77,-23417.639999999992,59,18,156638.14,133220.50000000003
17664,U23043,77,4425.579999999993,53,24,359160.52999999997,363586.11
17665,U16467,77,2752.2399999999966,62,15,118121.33000000002,120873.57
17666,U11793,77,16699.059999999998,72,5,3963.6600000000003,20662.719999999998
17667,U1129753,77,108.95000000003347,46,31,121676.93999999997,121785.89000000001
17668,U26534,77,-6835.490000000002,55,22,51374.0,44538.509999999995
17669,U752866,77,-1283.5999999999992,63,14,14176.369999999999,12892.77
17670,U14261,77,8147.1700000000055,58,19,18539.99,26687.160000000007
17671,U42121,77,-51415.00999999999,62,15,246514.37,195099.36000000002
17672,U13595,77,507.6799999999978,70,7,28062.86,28570.539999999997
17673,U44036,77,-5443.470000000001,44,33,98008.23,92564.76
17674,U10093,77,137308.32000000007,41,36,2304898.9,2442207.2199999997
17675,U1194131,77,1217.3400000000015,47,30,71498.34,72715.68
17676,U8325,77,-1320.3499999999967,51,26,124135.25000000001,122814.90000000002
17677,U28349,77,407.8900000000037,57,20,28139.4,28547.290000000005
17678,U32835,77,-116724.53999999998,40,37,463412.38000000006,346687.8400000001
17679,U8832,77,765.7399999999936,43,34,147836.31999999998,148602.05999999997
17680,U10572,77,14131.339999999997,37,40,164187.28,178318.62
17681,U1200517,77,-12120.590000000002,45,32,36211.34,24090.749999999993
17682,U26979,77,54855.76999999999,46,31,254300.74000000008,309156.51000000007
17683,U599580,77,1013.3800000000008,47,30,16795.190000000002,17808.570000000003
17684,U25727,77,-7144.3299999999945,53,24,69020.12000000002,61875.79000000003
17685,U40110,77,15394.980000000001,70,7,36459.22,51854.200000000004
17686,U36167,77,-596306.37,55,22,3302052.4,2705746.03
17687,U27406,77,-40.36000000000058,44,33,128548.85,128508.49
17688,U23762,77,82957.79,66,11,219982.74999999997,302940.54
17689,U26638,77,4674.149999999996,32,45,136117.19,140791.34
17690,U38402,77,11675.210000000001,68,9,16047.529999999999,27722.739999999998
17691,U30947,77,-399.1099999999951,63,14,47425.67,47026.560000000005
17692,U39960,77,-55694.759999999995,63,14,173840.69,118145.93000000001
17693,U18815,77,1123.9700000000012,72,5,61707.7,62831.67
17694,U613630,77,146.69999999999527,42,35,170915.7,171062.4
17695,U39246,77,-4006.940000000018,68,9,114151.02999999998,110144.08999999997
17696,U12056,77,64790.599999999984,46,31,1410076.3399999999,1474866.94
17697,U24467,77,-15261.040000000023,65,12,142233.03,126971.98999999998
17698,U12100,77,-401.83999999999986,53,24,3081.32,2679.4800000000005
17699,U29872,77,77077.18000000001,62,15,148339.77,225416.95
17700,U31091,77,-15406.55,66,11,28780.219999999998,13373.669999999998
17701,U1103657,77,-1254.9699999999996,47,30,8112.759999999999,6857.79
17702,U10467,77,1242.0699999999943,55,22,82507.56,83749.62999999999
17703,U18961,77,66.59999999999854,54,23,182394.59999999998,182461.19999999998
17704,U20736,77,-1392.8700000000008,65,12,25995.769999999997,24602.899999999994
17705,U36552,77,-43893.270000000004,54,23,373839.08,329945.81
17706,U31631,77,-1345.0599999999686,63,14,307420.7,306075.64
17707,U26745,77,2547.9599999999946,59,18,91656.33999999998,94204.29999999997
17708,U15459,77,23109.41000000001,63,14,370658.1699999999,393767.57999999996
17709,U36965,77,-1214.9800000000014,63,14,20849.459999999995,19634.479999999996
17710,U34489,77,-912.5599999999831,35,42,821364.42,820451.8600000001
17711,U26081,77,-64683.28,44,33,606698.29,542015.01
17712,U20267,77,26033.27,73,4,14433.62,40466.89
17713,U8221,77,96915.12999999999,68,9,107657.15,204572.27999999997
17714,U30671,77,-2096.940000000004,58,19,255477.49000000002,253380.55000000002
17715,U12594,77,27.019999999956894,51,26,679225.9300000002,679252.9500000001
17716,U29473,77,-7913.029999999999,66,11,72730.4,64817.369999999995
17717,U24501,77,-4910.799999999997,68,9,53136.650000000016,48225.85000000002
17718,U41986,77,3599.8099999999995,71,6,6746.41,10346.22
17719,U32883,77,-4470.220000000001,64,13,17675.549999999996,13205.329999999994
17720,U29236,77,45594.33999999972,66,11,2950206.439999999,2995800.779999999
17721,U13465,77,-27774.400000000023,58,19,2047586.56,2019812.1600000001
17722,U29011,77,-12700.1,63,14,56001.45,43301.35
17723,U22701,77,748.869999999999,58,19,121857.15999999997,122606.02999999997
17724,U23040,77,-1583.3099999999988,62,15,33875.490000000005,32292.180000000008
17725,U33610,77,30414.48,51,26,135409.62000000002,165824.10000000003
17726,U31787,77,-123260.2100000002,64,13,2286743.56,2163483.3499999996
17727,U33258,77,-1859.8800000000044,52,25,160690.88999999998,158831.00999999998
17728,U15022,77,-951.6100000000033,53,24,118605.26000000001,117653.65000000001
17729,U1094571,77,97.95999999999937,44,33,7392.0499999999965,7490.009999999996
17730,U20538,77,-18386.550000000003,45,32,113645.78999999998,95259.23999999998
17731,U28435,77,-1178.1999999999998,70,7,8560.44,7382.240000000001
17732,U23090,77,-1090.590000000001,46,31,4462.200000000001,3371.6099999999997
17733,U16113,77,3052.390000000002,34,43,72796.13999999998,75848.52999999998
17734,U26039,77,-14547.179999999997,65,12,103591.26999999999,89044.09
17735,U43001,77,1691.6500000000015,54,23,146454.1,148145.75
17736,U43297,77,-1413.4799999999998,65,12,23335.879999999997,21922.399999999998
17737,U23100,77,12894.489999999998,61,16,16827.53,29722.019999999997
17738,U42342,77,4485.189999999994,63,14,15193.470000000008,19678.660000000003
17739,U41011,77,21252.830000000005,58,19,84515.16,105767.99
17740,U35782,77,-58908.84,46,31,256467.44000000003,197558.60000000003
17741,U16295,77,11093.269999999999,59,18,52367.61,63460.88
17742,U39298,77,228.01000000000005,69,8,4672.409999999999,4900.419999999999
17743,U31864,77,1174.9300000000012,50,27,39963.88,41138.81
17744,U37213,77,-66.60999999999993,70,7,2425.3399999999997,2358.7299999999996
17745,U24391,77,1062.309999999986,50,27,2163885.94,2164948.25
17746,U28720,77,3744.7899999998863,40,37,1945303.0,1949047.7899999998
17747,U24445,77,-1037.97,54,23,7792.64,6754.67
17748,U8770,77,782373.4000000001,51,26,119182.06999999999,901555.4700000001
17749,U41594,77,-2798.690000000004,68,9,46892.140000000014,44093.45000000001
17750,U32825,77,-6351.669999999999,74,3,9349.55,2997.88
17751,U43670,77,7658.620000000002,67,10,23387.62,31046.24
17752,U33235,77,-78.33999999999855,65,12,52241.82000000001,52163.48000000001
17753,U24243,77,383236.3800000001,56,21,1178788.7999999998,1562025.18
17754,U11929,76,-2546.44,65,11,6206.63,3660.19
17755,U31059,76,8902.760000000002,63,13,14544.720000000001,23447.480000000003
17756,U33917,76,-9463.409999999998,48,28,24887.540000000005,15424.130000000006
17757,U42064,76,-15.580000000004247,48,28,62986.03,62970.45
17758,U24017,76,-107049.45999999999,66,10,185625.81,78576.35
17759,U9390,76,348836.94,52,24,207544.14000000004,556381.0800000001
17760,U16864,76,2822.3299999999804,51,25,417197.02,420019.35
17761,U12464,76,178460.91,66,10,125056.23999999999,303517.15
17762,U21479,76,-162119.36,44,32,763508.9299999999,601389.57
17763,U10416,76,-95504.74,38,38,311413.16,215908.41999999998
17764,U9803,76,370.1699999999837,43,33,290577.8,290947.97
17765,U11715,76,315.9500000000006,70,6,12136.510000000002,12452.460000000003
17766,U30173,76,-39130.85999999998,74,2,115132.24999999999,76001.39000000001
17767,U1144597,76,-2012.99,56,20,12619.949999999999,10606.96
17768,U27412,76,-16496.799999999996,65,11,49305.77,32808.97
17769,U36773,76,3775.220000000001,57,19,181864.69999999995,185639.91999999995
17770,U35596,76,5112.649999999997,74,2,3889.0800000000027,9001.73
17771,U16709,76,-266408.65,47,29,965346.4199999999,698937.7699999999
17772,U8316,76,18843.540000000037,35,41,1291587.49,1310431.03
17773,U40360,76,-23679.47,64,12,33088.05,9408.580000000002
17774,U15514,76,5357.390000000033,59,17,1058745.8299999998,1064103.22
17775,U16332,76,-6560002.74,64,12,6606887.1,46884.359999999404
17776,U19485,76,66190.84999999999,44,32,55772.49000000001,121963.34
17777,U892416,76,0.16000000000030923,57,19,16659.05,16659.21
17778,U14732,76,41962.840000000004,66,10,56487.759999999995,98450.6
17779,U16475,76,2412.1899999999882,61,15,1312779.9199999997,1315192.1099999996
17780,U1158805,76,-35739.92,67,9,58939.37,23199.450000000004
17781,U22584,76,-1424.4000000000124,31,45,426950.48000000004,425526.08
17782,U10570,76,210.53999999998575,41,35,332453.73,332664.26999999996
17783,U36125,76,-17116.69,64,12,37582.51,20465.820000000003
17784,U1308350,76,-6860.620000000001,40,36,58538.97999999999,51678.359999999986
17785,U29468,76,34245.73000000001,46,30,145876.30000000002,180122.03000000003
17786,U33083,76,-1282.8000000000002,39,37,130987.97000000002,129705.17000000001
17787,U9695,76,8554.409999999996,52,24,202513.68999999997,211068.09999999998
17788,U37889,76,-30511.410000000054,39,37,1650483.99,1619972.5799999998
17789,U37770,76,3324.460000000001,63,13,51021.020000000004,54345.48
17790,U1163964,76,87.42000000000007,42,34,12211.879999999997,12299.299999999997
17791,U26293,76,-136.24999999999977,67,9,15492.24,15355.99
17792,U14716,76,-307370.51999999996,53,23,649193.3099999999,341822.79
17793,U35768,76,-4532.339999999997,64,12,195618.05,191085.71
17794,U38317,76,29310.909999999996,66,10,65348.76,94659.67
17795,U29804,76,-1974.3999999999996,47,29,256586.48,254612.08000000002
17796,U18362,76,-16666.35000000002,58,18,830748.4600000001,814082.1100000001
17797,U41962,76,-9768.470000000001,67,9,52616.59,42848.119999999995
17798,U33987,76,85.5799999999976,64,12,17930.3,18015.879999999997
17799,U39694,76,-1807.7699999999968,51,25,244300.21000000002,242492.44000000003
17800,U43831,76,490735.37000000005,46,30,48855.01000000001,539590.3800000001
17801,U38599,76,-33171.96000000001,60,16,78199.14,45027.17999999999
17802,U34019,76,38385.26000000001,55,21,1102537.6099999999,1140922.8699999999
17803,U29368,76,4532.620000000006,49,27,202793.01,207325.63
17804,U1317204,76,-3811.76,58,18,9189.320000000002,5377.560000000001
17805,U12950,76,-7552.780000000029,62,14,190455.28,182902.49999999997
17806,U42408,76,-7982.27,70,6,9029.529999999999,1047.2599999999984
17807,U28979,76,13586.750000000022,43,33,128477.23,142063.98
17808,U27736,76,12912.199999999997,51,25,120193.76,133105.96
17809,U30543,76,622.7799999999993,68,8,15478.83,16101.609999999999
17810,U26104,76,30903.53,54,22,608858.5,639762.03
17811,U20469,76,884.3100000000013,71,5,60507.630000000005,61391.94
17812,U43008,76,-60697.20000000001,69,7,84235.13,23537.929999999993
17813,U10366,76,381021.4400000009,38,38,19691574.14,20072595.580000002
17814,U26260,76,-3755.9399999999982,70,6,16026.390000000001,12270.450000000003
17815,U38678,76,-242115.61999999997,57,19,630894.4999999998,388778.8799999998
17816,U17715,76,-36081.82,68,8,128031.62,91949.79999999999
17817,U41146,76,20519.520000000008,57,19,139101.12000000002,159620.64000000004
17818,U41466,76,-5869.750000000015,56,20,298316.39999999997,292446.64999999997
17819,U17931,76,-127688.74,66,10,161293.50999999998,33604.769999999975
17820,U29806,76,26058.999999999985,57,19,176303.41999999998,202362.41999999998
17821,U10940,76,-0.5699999999989132,60,16,57189.56999999999,57188.99999999999
17822,U963419,76,-1751.7000000000003,61,15,9807.519999999999,8055.819999999998
17823,U23891,76,-28372.229999999938,56,20,5092138.999999999,5063766.77
17824,U9403,76,55558.69999999998,54,22,133230.97,188789.66999999998
17825,U24963,76,-47589.62,50,26,770737.01,723147.39
17826,U17945,76,10014.400000000001,59,17,46972.04,56986.44
17827,U38489,76,5997.130000000001,50,26,89465.25,95462.38
17828,U42589,76,6565.020000000002,68,8,87079.61000000002,93644.63000000002
17829,U694456,76,-17905.72,66,10,34577.880000000005,16672.160000000003
17830,U40433,76,-13613.360000000017,50,26,285462.4299999999,271849.06999999983
17831,U21228,76,0.3099999999103602,38,38,2300959.7,2300960.0100000002
17832,U21287,76,-1315833.38,65,11,1794434.2,478600.82000000007
17833,U21453,76,-9680.949999999997,69,7,16113.919999999998,6432.970000000001
17834,U30220,76,-2035.659999999998,71,5,4328.749999999999,2293.090000000001
17835,U28576,76,1470.4399999999994,69,7,17488.12,18958.559999999998
17836,U41374,76,-1415703.69,69,7,1615747.69,200044.0
17837,U13845,76,-156517.03,52,24,563249.5800000001,406732.55000000005
17838,U34885,76,-22183.68,65,11,246023.75,223840.07
17839,U13298,76,74400.23000000007,36,40,1274134.44,1348534.67
17840,U9080,76,-3761.7399999999916,66,10,30993.499999999996,27231.760000000006
17841,U25772,76,-2514.780000000006,51,25,141519.21,139004.43
17842,U36414,76,47476.28999999999,63,13,108282.03999999998,155758.32999999996
17843,U15616,76,513464.72000000015,38,38,3563612.22,4077076.9400000004
17844,U20347,76,-346.4500000000012,58,18,37900.950000000004,37554.5
17845,U24896,76,-403.9800000000004,65,11,15680.649999999998,15276.669999999998
17846,U18832,76,-5248.090000000002,55,21,82260.49,77012.40000000001
17847,U29654,76,-56822.14999999997,50,26,539270.9799999997,482448.8299999998
17848,U35668,76,51964.81,40,36,277980.27999999997,329945.08999999997
17849,U24660,76,-107.7099999999992,70,6,14557.93,14450.220000000001
17850,U35704,76,-821.2599999999984,48,28,193612.90999999997,192791.64999999997
17851,U40892,76,133201.25,32,44,205581.13,338782.38
17852,U29530,76,-62087.15000000002,61,15,238740.43,176653.27999999997
17853,U14015,76,-1531.919999999932,56,20,883517.5300000004,881985.6100000005
17854,U43642,76,4133.68,67,9,11981.169999999998,16114.849999999999
17855,U28694,76,3445.7400000000016,65,11,39608.020000000004,43053.76000000001
17856,U27216,76,231.8400000000006,72,4,19366.909999999996,19598.749999999996
17857,U1315261,76,-3945.500000000011,42,34,277821.72,273876.22
17858,U42455,76,795.8299999999987,63,13,15178.730000000001,15974.56
17859,U25132,76,17842.36,60,16,25073.57,42915.93
17860,U20502,76,-15875.960000000006,58,18,90458.95,74582.98999999999
17861,U15501,76,17688.690000000024,41,35,680324.87,698013.56
17862,U15450,76,46852.23,55,21,26534.739999999994,73386.97
17863,U8901,76,43589.85999999999,45,31,1662240.5,1705830.36
17864,U32128,76,10737.300000000007,44,32,145530.33999999997,156267.63999999998
17865,U626186,76,-10340.380000000006,63,13,57619.7,47279.31999999999
17866,U8295,76,2344.749999999999,66,10,13917.36,16262.11
17867,U12503,76,1971.7900000000013,70,6,32442.829999999998,34414.62
17868,U43181,76,-30381.990000000005,59,17,121567.72000000002,91185.73000000001
17869,U17961,76,414.6700000000015,64,12,29520.410000000003,29935.080000000005
17870,U23657,76,10728.100000000117,35,41,834673.78,845401.8800000001
17871,U41229,76,-186661.76999999993,61,15,390593.9700000001,203932.20000000016
17872,U39851,76,518054.89,38,38,797365.26,1315420.15
17873,U34370,76,1524.72,68,8,7651.580000000002,9176.300000000001
17874,U33597,76,6856.1900000000005,50,26,65956.68,72812.87
17875,U26407,76,-114034.10999999999,60,16,534333.1599999999,420299.04999999993
17876,U16967,76,519842.79,65,11,580792.4099999996,1100635.1999999995
17877,U27958,76,-90143.08000000002,55,21,211929.59,121786.50999999998
17878,U23823,76,210409.92,49,27,248313.90000000002,458723.82000000007
17879,U39215,76,-1395.2200000000066,45,31,693437.04,692041.8200000001
17880,U32204,76,975976.8699999999,21,55,1702972.98,2678949.8499999996
17881,U12006,76,14466.380000000026,59,17,525793.4400000004,540259.8200000004
17882,U16361,76,-5349.579999999991,42,34,599246.06,593896.4800000001
17883,U28643,76,-21179.37999999996,35,41,735680.4400000001,714501.06
17884,U13819,76,-21029.609999999986,46,30,662109.6900000001,641080.0800000001
17885,U37600,76,29323.299999999996,32,44,153220.58000000002,182543.88
17886,U1115120,76,-1467.5499999999997,54,22,22359.999999999996,20892.449999999997
17887,U15196,76,-22773.619999999995,61,15,713996.15,691222.53
17888,U20922,76,9268.800000000001,38,38,469235.23999999993,478504.0399999999
17889,U22299,76,2728.999999999998,57,19,46208.37000000001,48937.37000000001
17890,U8775,76,-7314.600000000005,48,28,171262.97999999998,163948.37999999998
17891,U33815,76,8356.1,62,14,25130.820000000003,33486.920000000006
17892,U42108,76,-71953.19000000002,53,23,2373714.8099999996,2301761.6199999996
17893,U19635,76,-57142.05,69,7,97260.31000000001,40118.26000000001
17894,U18610,76,-211012.63999999998,42,34,586353.0599999999,375340.4199999999
17895,U41572,76,14458.509999999998,63,13,28287.50000000001,42746.01000000001
17896,U18155,76,1175.6199999999947,63,13,36811.80000000001,37987.420000000006
17897,U29070,76,-599.2300000000032,56,20,179295.38,178696.15
17898,U38100,76,-4158.230000000001,62,14,83160.12,79001.89
17899,U16179,76,-11951.8,56,20,193703.96000000002,181752.16000000003
17900,U18237,76,88247.79000000002,23,53,144003.79,232251.58000000002
17901,U21504,76,8014.5400000000545,32,44,982211.5599999999,990226.1
17902,U18748,76,2592.319999999989,41,35,643414.8,646007.12
17903,U22953,76,1850.8299999999995,47,29,667514.3300000001,669365.16
17904,U29561,76,-262204.32999999996,60,16,401548.54,139344.21000000002
17905,U11939,76,-6825.059999999998,40,36,684529.0,677703.94
17906,U37251,76,391.7499999999996,64,12,11479.349999999999,11871.099999999999
17907,U38086,76,-45936.18999999997,52,24,434022.26000000007,388086.07000000007
17908,U36337,76,3311.429999999993,68,8,138515.84999999998,141827.27999999997
17909,U34122,76,-6813.809999999999,47,29,290760.81999999995,283947.00999999995
17910,U20604,76,917.989999999998,44,32,243120.45,244038.44
17911,U24597,76,-29555.09,45,31,122306.73000000001,92751.64000000001
17912,U958007,75,-3705.4300000000007,56,19,17706.890000000003,14001.460000000003
17913,U708944,75,507.15000000000055,44,31,17536.42,18043.57
17914,U25472,75,-37146.31000000001,55,20,118369.45999999999,81223.14999999998
17915,U8403,75,-29693.849999999977,61,14,491727.56000000006,462033.7100000001
17916,U40432,75,152909.78000000012,61,14,2415739.920000002,2568649.700000002
17917,U14720,75,366626.88,64,11,125290.67999999998,491917.56
17918,U35834,75,-2715.7100000000005,63,12,14387.61,11671.9
17919,U26471,75,-11876.75,64,11,62342.69999999999,50465.94999999999
17920,U40712,75,-73161.76000000001,65,10,91685.15,18523.389999999985
17921,U11107,75,20933.210000000006,52,23,85554.40999999999,106487.62
17922,U37984,75,30191.759999999984,51,24,160053.64,190245.4
17923,U19258,75,5608.789999999979,36,39,515093.8,520702.58999999997
17924,U37724,75,11090.59,68,7,20723.29,31813.88
17925,U12969,75,-5751.360000000001,69,6,14822.419999999998,9071.059999999998
17926,U41748,75,-2028.3300000000042,59,16,284109.5799999999,282081.2499999999
17927,U41900,75,-1568.3300000000002,55,20,49246.59000000002,47678.26000000002
17928,U33445,75,-28373.82,59,16,61919.67999999999,33545.85999999999
17929,U40319,75,-116.13000000000277,65,10,61566.520000000004,61450.39
17930,U13245,75,7073.679999999999,63,12,105452.46,112526.14
17931,U35123,75,513.6899999999989,67,8,10824.55,11338.239999999998
17932,U19482,75,-71591.62,61,14,166534.1,94942.48000000001
17933,U22068,75,-140997.05000000002,51,24,605322.4699999999,464325.4199999998
17934,U14012,75,6831.530000000006,65,10,213661.79999999996,220493.32999999996
17935,U18739,75,2107.589999999981,29,46,613099.94,615207.5299999999
17936,U19500,75,-7641.670000000008,38,37,661187.96,653546.2899999999
17937,U19511,75,-561.2599999999993,43,32,40862.09,40300.829999999994
17938,U17759,75,-184.00000000001165,61,14,141241.31,141057.31
17939,U19049,75,136998.06999999998,49,26,1036072.65,1173070.72
17940,U36114,75,-30938.42000000001,63,12,190992.2,160053.78
17941,U12898,75,-121289.06000000001,64,11,162969.9,41680.83999999998
17942,U1092370,75,-1748.6200000000003,50,25,23275.300000000007,21526.680000000008
17943,U40053,75,-36865.40999999998,65,10,124301.72,87436.31000000003
17944,U40014,75,-12932.090000000013,51,24,180592.94000000006,167660.85000000003
17945,U23878,75,46268.24,35,40,212629.2,258897.44
17946,U25313,75,-10119.489999999998,59,16,95310.23000000001,85190.74000000002
17947,U1344923,75,-9010.320000000002,41,34,53983.18,44972.86
17948,U36268,75,15255.78999999999,55,20,77644.77,92900.56
17949,U13545,75,3159.4000000000005,63,12,15171.289999999999,18330.69
17950,U42520,75,-49585.49999999999,62,13,63926.829999999994,14341.330000000002
17951,U40460,75,2165.290000000007,61,14,97906.31999999996,100071.60999999997
17952,U23316,75,55273.95999999998,63,12,84135.53000000001,139409.49
17953,U25862,75,-173517.59,67,8,233365.68,59848.09
17954,U26105,75,-3893.1,54,21,24664.789999999997,20771.69
17955,U36657,75,5517.629999999999,39,36,234831.85,240349.48
17956,U37574,75,2858.42,53,22,18275.940000000002,21134.36
17957,U15813,75,42458.72,36,39,51608.39,94067.11
17958,U35827,75,12763.16,53,22,173128.30000000008,185891.46000000008
17959,U22508,75,2588.539999999999,61,14,12169.409999999996,14757.949999999995
17960,U36261,75,8366.67,70,5,10733.56,19100.23
17961,U22329,75,36117.47999999998,51,24,246342.85,282460.32999999996
17962,U31227,75,-1888.1100000000024,37,38,235091.89000000004,233203.78000000003
17963,U33228,75,1279.3500000000004,59,16,21007.9,22287.25
17964,U41461,75,6571.86,67,8,112600.29000000001,119172.15000000001
17965,U22545,75,-25088.17,58,17,56755.73999999999,31667.569999999992
17966,U36231,75,18301.07000000001,53,22,1045033.69,1063334.76
17967,U25891,75,308.6400000000168,8,67,112520.84,112829.48000000001
17968,U19277,75,38.47999999999912,33,42,311665.02999999997,311703.50999999995
17969,U31163,75,3501.610000000004,40,35,86622.04000000001,90123.65000000001
17970,U15355,75,-14274.670000000011,67,8,58765.560000000005,44490.88999999999
17971,U26551,75,31160.9,44,31,74429.59999999998,105590.49999999997
17972,U35733,75,341136.05,61,14,617170.3799999999,958306.4299999999
17973,U19673,75,-61789.169999999984,45,30,373551.77,311762.60000000003
